first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age,customer_id,Age Group
Nanni,Girodias,,61,1959-01-08,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.7543749999999999,65,Nanni_Girodias,70
Delcina,Hursey,,22,1968-12-26,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75,55,Delcina_Hursey,60
Lek,Pimblett,,88,1955-09-29,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75,68,Lek_Pimblett,70
Kellyann,Adshad,,62,1940-06-07,,,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75,83,Kellyann_Adshad,90
Ewell,Paulusch,,31,1998-01-15,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75,26,Ewell_Paulusch,30
Madison,Lars,,11,1967-01-19,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75,57,Madison_Lars,60
Ardis,Taree,,97,1960-04-12,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748,63,Ardis_Taree,70
Wheeler,Godsil,,51,1993-09-20,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74375,30,Wheeler_Godsil,40
Marissa,O'Scandall,,17,1973-07-13,,,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,626,0.74375,50,Marissa_O'Scandall,60
Terrel,Keynd,,30,1961-04-20,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,626,0.74375,62,Terrel_Keynd,70
Augie,Swallwell,,42,1939-08-22,,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74375,84,Augie_Swallwell,90
Dillon,Bannister,,7,1945-12-24,Tax Accountant,,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.74375,78,Dillon_Bannister,80
Osbourn,Gherardini,,43,1987-05-01,,,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,626,0.74375,36,Osbourn_Gherardini,40
Lissa,Gawn,,86,1962-09-21,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74,61,Lissa_Gawn,70
Leisha,McConway,,3,1975-10-31,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74,48,Leisha_McConway,50
Kearney,Cuddehy,,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.7394999999999999,26,Kearney_Cuddehy,30
Shellysheldon,Bichard,,96,1954-01-06,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.7394999999999999,70,Shellysheldon_Bichard,80
Reinhard,Oscroft,,23,1950-03-18,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.7394999999999999,73,Reinhard_Oscroft,80
Menard,Venmore,,97,1978-04-04,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.7374999999999999,45,Menard_Venmore,50
Andree,Breeds,,31,1954-10-19,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.7374999999999999,69,Andree_Breeds,70
Kata,Harrop,,70,1950-05-04,,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.7374999999999999,73,Kata_Harrop,80
Pierrette,Gummie,,18,1966-08-04,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.7374999999999999,57,Pierrette_Gummie,60
Nady,Withinshaw,,96,1968-02-17,Database Administrator III,,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.7343749999999999,55,Nady_Withinshaw,60
Demott,Mullaly,,42,1982-12-15,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.7331249999999999,41,Demott_Mullaly,50
Wendye,Kleinplatz,,48,1996-05-28,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731,27,Wendye_Kleinplatz,30
Irvin,Bevans,,82,1962-07-12,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73046875,61,Irvin_Bevans,70
Madella,Marquiss,,51,1976-10-08,VP Marketing,,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,644,0.73046875,47,Madella_Marquiss,50
Austine,Speedy,,38,1940-05-23,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73,83,Austine_Speedy,90
Wolf,Craft,,93,1995-07-19,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73,28,Wolf_Craft,30
Aldin,Newsome,,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725,42,Aldin_Newsome,50
Sindee,Jasik,,18,1942-10-21,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725,81,Sindee_Jasik,90
Truman,Arlett,,58,1958-06-25,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725,65,Truman_Arlett,70
Gordon,Rewan,,42,1988-01-07,Chief Design Engineer,,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.7225,36,Gordon_Rewan,40
Israel,Brough,,29,1976-10-29,,,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.7225,47,Israel_Brough,50
Leticia,Hovenden,,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.7187500000000001,26,Leticia_Hovenden,30
Caritta,Compston,,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.7187500000000001,65,Caritta_Compston,70
Annabelle,Hanwell,,11,1951-11-28,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.7171875,72,Annabelle_Hanwell,80
Darryl,Hovee,,2,1944-04-28,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.7171875,79,Darryl_Hovee,80
Orly,Nesbitt,,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.714,38,Orly_Nesbitt,40
Margette,Gibard,,34,1942-07-06,,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,658,0.7124999999999999,81,Margette_Gibard,90
Nicol,Bertot,,25,1977-09-11,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.7124999999999999,46,Nicol_Bertot,50
Nobe,Trowsdale,,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.7124999999999999,55,Nobe_Trowsdale,60
Stephen,Tittershill,,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7124999999999999,32,Stephen_Tittershill,40
Giselbert,Pickring,,94,1959-07-28,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875,64,Giselbert_Pickring,70
Shane,Diss,,50,1980-10-29,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875,43,Shane_Diss,50
Lisette,Davers,,59,1940-10-26,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875,83,Lisette_Davers,90
Kippar,Whyatt,,13,1960-01-21,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71,64,Kippar_Whyatt,70
Xenia,Maleck,,41,1960-02-14,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71,64,Xenia_Maleck,70
Essie,Withur,,42,1941-02-26,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7054999999999999,82,Essie_Withur,90
Cecil,Gant,,52,1976-07-16,,,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.7054999999999999,47,Cecil_Gant,50
Lillis,Eshmade,,50,1974-10-12,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7054999999999999,49,Lillis_Eshmade,50
Ted,Izacenko,,3,1959-08-01,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7054999999999999,64,Ted_Izacenko,70
Nixie,Shoesmith,,45,1956-12-04,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.7039062500000001,67,Nixie_Shoesmith,70
Briana,Trill,,5,1944-03-18,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.7039062500000001,79,Briana_Trill,80
Cobbie,Bruyett,,20,1956-03-19,Associate Professor,,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703125,67,Cobbie_Bruyett,70
Wrennie,Dwelly,,23,1940-03-11,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125,83,Wrennie_Dwelly,90
Sibylla,Kibble,,73,1962-08-05,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125,61,Sibylla_Kibble,70
Kariotta,Naper,,8,1952-04-07,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125,71,Kariotta_Naper,80
Wylie,Huntingdon,,99,1966-08-11,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125,57,Wylie_Huntingdon,60
Lizbeth,Garvan,,36,1996-09-06,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125,27,Lizbeth_Garvan,30
Averil,Ackery,,93,1970-09-09,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125,53,Averil_Ackery,60
Myrtie,Ostrich,,70,1996-06-18,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125,27,Myrtie_Ostrich,30
Ross,Vidgen,,17,1947-12-28,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7000000000000001,76,Ross_Vidgen,80
Sibby,Skinner,,25,1981-05-05,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7000000000000001,42,Sibby_Skinner,50
Selle,Casper,,98,1978-03-27,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7,45,Selle_Casper,50
Andrew,Froment,,58,1977-07-19,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7,46,Andrew_Froment,50
Maurizia,Ritmeyer,,95,1980-04-09,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7,43,Maurizia_Ritmeyer,50
Keenan,Moriarty,,67,1994-12-23,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7,29,Keenan_Moriarty,30
Davide,Senten,,22,1941-02-23,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697,82,Davide_Senten,90
Renie,Fiveash,,92,1992-10-10,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697,31,Renie_Fiveash,40
Willard,Booton,,69,1938-09-02,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697,85,Willard_Booton,90
Debby,Balmadier,,53,1992-06-24,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.6906249999999999,31,Debby_Balmadier,40
Rockie,MacKibbon,,42,1978-04-20,,,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.6906249999999999,45,Rockie_MacKibbon,50
Harvey,Dwelley,,70,1973-08-30,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.6906249999999999,50,Harvey_Dwelley,60
Patrice,Pariss,,96,1954-06-15,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.6906249999999999,69,Patrice_Pariss,70
Arman,Yakubov,,68,1977-10-07,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.6906249999999999,46,Arman_Yakubov,50
Gardiner,Gypps,,91,1991-06-01,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.6906249999999999,32,Gardiner_Gypps,40
Cathleen,Le Teve,,75,1950-11-06,Recruiting Manager,,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.6906249999999999,73,Cathleen_Le Teve,80
Thaddus,Joder,,31,1957-12-10,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69,66,Thaddus_Joder,70
Josepha,Clamp,,12,1961-11-03,Marketing Manager,,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69,62,Josepha_Clamp,70
Jillane,Simion,,8,1974-07-03,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875,49,Jillane_Simion,50
Lynnell,Shoesmith,,44,1981-01-29,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875,43,Lynnell_Shoesmith,50
Mandie,MacAdie,,39,1974-12-25,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875,49,Mandie_MacAdie,50
Ferdinand,Billie,,97,1965-09-04,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875,58,Ferdinand_Billie,60
Suzy,Bussens,,44,1973-04-29,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.6875,50,Suzy_Bussens,60
Emeline,Vezey,,37,1953-08-07,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.6875,70,Emeline_Vezey,80
Cissiee,Baylis,,99,1951-07-22,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.6875,72,Cissiee_Baylis,80
Roldan,Raybould,,27,1975-11-18,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.6875,48,Roldan_Raybould,50
Barth,Weare,,18,1946-08-22,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68,77,Barth_Weare,80
Alta,Pithcock,,64,1999-11-18,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68,24,Alta_Pithcock,30
Marc,Keunemann,,57,1972-09-04,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68,51,Marc_Keunemann,60
Bertine,Smalles,,85,1983-12-10,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68,40,Bertine_Smalles,50
Wilbert,O'Loughnan,,14,1983-05-18,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68,40,Wilbert_O'Loughnan,50
Seymour,Fellibrand,,28,1971-10-11,Structural Analysis Engineer,,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68,52,Seymour_Fellibrand,60
Miran,Runchman,,47,1975-07-09,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68,48,Miran_Runchman,50
Dorotea,Fenwick,,74,1950-10-12,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.67734375,73,Dorotea_Fenwick,80
Jenny,Massy,,82,1963-10-16,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.67734375,60,Jenny_Massy,70
Hyman,Petrolli,,8,1965-09-09,Senior Sales Associate,,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.67734375,58,Hyman_Petrolli,60
Beatrix,McGivena,,26,1966-10-18,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.67734375,57,Beatrix_McGivena,60
Nalani,Hallad,,15,1999-11-30,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675,24,Nalani_Hallad,30
Inglebert,Butland,,71,1966-01-30,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675,58,Inglebert_Butland,60
Brendis,Pineaux,,12,1978-01-15,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675,46,Brendis_Pineaux,50
Jaimie,Lancastle,,71,1972-10-23,VP Marketing,,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,722,0.6715,51,Jaimie_Lancastle,60
Glendon,Malham,,36,1965-08-21,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.6715,58,Glendon_Malham,60
Morganica,Bentke,,40,1977-01-03,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67,47,Morganica_Bentke,50
Calida,Schaben,,54,1969-03-06,Recruiting Manager,,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,725,0.6693749999999999,54,Calida_Schaben,60
Hallsy,Voysey,,83,1970-03-11,Business Systems Development Analyst,,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.6693749999999999,53,Hallsy_Voysey,60
Lanny,Currall,,37,1997-10-23,Developer IV,,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,725,0.6693749999999999,26,Lanny_Currall,30
Son,Varney,,75,1993-11-02,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.6693749999999999,30,Son_Varney,40
Bartram,Caltun,,28,1956-09-15,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.6693749999999999,67,Bartram_Caltun,70
Halette,Borsi,,60,1961-12-10,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.6693749999999999,62,Halette_Borsi,70
Killie,Densie,,87,1997-03-28,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.6640625,26,Killie_Densie,30
Mandi,Adamsson,,40,1992-04-07,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.6640625,31,Mandi_Adamsson,40
Kylila,Basezzi,,94,1945-06-11,Assistant Manager,,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,733,0.6625000000000001,78,Kylila_Basezzi,80
Yardley,Matten,,35,1991-03-06,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,733,0.6625000000000001,32,Yardley_Matten,40
Shepperd,Leonards,,17,1981-04-14,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.6625000000000001,42,Shepperd_Leonards,50
Hamel,Curzey,,11,1990-04-04,Structural Engineer,,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.6625000000000001,33,Hamel_Curzey,40
Fancie,Woofendell,,68,1966-09-17,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.6625000000000001,57,Fancie_Woofendell,60
Zebulen,Emtage,,52,1963-09-01,Senior Developer,,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.6625000000000001,60,Zebulen_Emtage,70
Micheil,Fleote,,48,1975-09-20,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66,48,Micheil_Fleote,50
Cecily,Faircley,,42,1947-06-12,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66,76,Cecily_Faircley,80
Glory,Chilcott,,49,1939-09-09,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.65875,84,Glory_Chilcott,90
Sinclair,Wark,,68,1974-02-21,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.65875,49,Sinclair_Wark,50
Tomaso,Horsley,,97,2001-04-16,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.65875,22,Tomaso_Horsley,30
Gilli,Christophers,,70,1948-03-02,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.65625,75,Gilli_Christophers,80
Errick,Burgin,,87,1998-08-19,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.65625,25,Errick_Burgin,30
Damian,Renard,,43,1976-07-19,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.65625,47,Damian_Renard,50
Agnola,Batterson,,86,1980-01-03,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.6545,44,Agnola_Batterson,50
Riki,Wandtke,,25,1962-05-12,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65078125,61,Riki_Wandtke,70
Mikol,Eck,,99,1975-07-25,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125,48,Mikol_Eck,50
Phyllis,Wibberley,,7,1971-01-10,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65,53,Phyllis_Wibberley,60
Burt,Vasechkin,,33,1950-04-15,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125,73,Burt_Vasechkin,80
Trudie,Phinnessy,,45,1960-07-04,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125,63,Trudie_Phinnessy,70
Frederigo,Cribbott,,35,1965-03-15,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646,58,Frederigo_Cribbott,60
Glenda,Eliet,,87,1974-06-17,Quality Control Specialist,,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64,49,Glenda_Eliet,50
Darb,None,,80,1969-06-04,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64,54,Darb_None,60
Cal,Van den Velde,,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64,27,Cal_Van den Velde,30
Stephani,Sidsaff,,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64,50,Stephani_Sidsaff,60
Meade,Bampton,,69,1982-04-25,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64,41,Meade_Bampton,50
Flore,Cashen,,79,1978-06-21,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375,45,Flore_Cashen,50
Leighton,Firbanks,,51,1973-12-22,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375,50,Leighton_Firbanks,60
Petr,Westman,,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375,36,Petr_Westman,40
Yorgos,Dewhurst,,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375,73,Yorgos_Dewhurst,80
Simmonds,Bapty,,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375,22,Simmonds_Bapty,30
Hagen,MacCarter,,93,1983-02-08,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375,41,Hagen_MacCarter,50
Cazzie,Stanwix,,37,1960-10-01,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375,63,Cazzie_Stanwix,70
Geoff,Gwillym,,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375,24,Geoff_Gwillym,30
Simonette,None,,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375,33,Simonette_None,40
Deirdre,Sturgeon,,11,1965-12-22,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375,58,Deirdre_Sturgeon,60
Andrea,Pendle,,86,1938-08-05,,,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.6375,85,Andrea_Pendle,90
Juliann,Siemantel,,86,1947-12-15,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375,76,Juliann_Siemantel,80
